region_type,region,state,country,percent_yoy_change,date
states,Ontario,,Canada,-9,2020-03-01
states,Ontario,,Canada,-9,2020-03-02
states,Ontario,,Canada,-6,2020-03-03
states,Ontario,,Canada,-1,2020-03-04
states,Ontario,,Canada,-2,2020-03-05
states,Ontario,,Canada,-14,2020-03-06
states,Ontario,,Canada,-7,2020-03-07
states,Ontario,,Canada,0,2020-03-08
states,Ontario,,Canada,-20,2020-03-09
states,Ontario,,Canada,-23,2020-03-10
states,Ontario,,Canada,-25,2020-03-11
states,Ontario,,Canada,-35,2020-03-12
states,Ontario,,Canada,-45,2020-03-13
states,Ontario,,Canada,-48,2020-03-14
states,Ontario,,Canada,-53,2020-03-15
states,Ontario,,Canada,-66,2020-03-16
states,Ontario,,Canada,-100,2020-03-17
states,Ontario,,Canada,-100,2020-03-18
states,Ontario,,Canada,-100,2020-03-19
states,Ontario,,Canada,-100,2020-03-20
states,Ontario,,Canada,-100,2020-03-21
states,Ontario,,Canada,-100,2020-03-22
states,Ontario,,Canada,-100,2020-03-23
states,Ontario,,Canada,-100,2020-03-24
states,Ontario,,Canada,-100,2020-03-25
states,Ontario,,Canada,-100,2020-03-26
states,Ontario,,Canada,-100,2020-03-27
states,Ontario,,Canada,-100,2020-03-28
states,Ontario,,Canada,-100,2020-03-29
states,Ontario,,Canada,-100,2020-03-30
states,Oregon,,United States,4,2020-02-18
states,Oregon,,United States,-1,2020-02-19
states,Oregon,,United States,4,2020-02-20
states,Oregon,,United States,9,2020-02-21
states,Oregon,,United States,7,2020-02-22
states,Oregon,,United States,20,2020-02-23
states,Oregon,,United States,12,2020-02-24
states,Oregon,,United States,-1,2020-02-25
states,Oregon,,United States,15,2020-02-26
states,Oregon,,United States,3,2020-02-27
states,Oregon,,United States,-3,2020-02-28
states,Oregon,,United States,3,2020-02-29
states,Oregon,,United States,6,2020-03-01
states,Oregon,,United States,8,2020-03-02
states,Oregon,,United States,-8,2020-03-03
states,Oregon,,United States,-3,2020-03-04
states,Oregon,,United States,-3,2020-03-05
states,Oregon,,United States,-4,2020-03-06
states,Oregon,,United States,-7,2020-03-07
states,Oregon,,United States,0,2020-03-08
states,Oregon,,United States,-15,2020-03-09
states,Oregon,,United States,-13,2020-03-10
states,Oregon,,United States,-22,2020-03-11
states,Oregon,,United States,-33,2020-03-12
states,Oregon,,United States,-40,2020-03-13
states,Oregon,,United States,-47,2020-03-14
states,Oregon,,United States,-55,2020-03-15
states,Oregon,,United States,-61,2020-03-16
states,Oregon,,United States,-99,2020-03-17
states,Oregon,,United States,-100,2020-03-18
states,Oregon,,United States,-100,2020-03-19
states,Oregon,,United States,-100,2020-03-20
states,Oregon,,United States,-100,2020-03-21
states,Oregon,,United States,-100,2020-03-22
states,Oregon,,United States,-100,2020-03-23
states,Oregon,,United States,-100,2020-03-24
states,Oregon,,United States,-100,2020-03-25
states,Oregon,,United States,-100,2020-03-26
states,Oregon,,United States,-100,2020-03-27
states,Oregon,,United States,-100,2020-03-28
states,Oregon,,United States,-100,2020-03-29
states,Oregon,,United States,-100,2020-03-30
states,Pennsylvania,,United States,3,2020-02-18
states,Pennsylvania,,United States,63,2020-02-19
states,Pennsylvania,,United States,0,2020-02-20
states,Pennsylvania,,United States,-3,2020-02-21
states,Pennsylvania,,United States,1,2020-02-22
states,Pennsylvania,,United States,3,2020-02-23
states,Pennsylvania,,United States,0,2020-02-24
states,Pennsylvania,,United States,-5,2020-02-25
states,Pennsylvania,,United States,-3,2020-02-26
states,Pennsylvania,,United States,-3,2020-02-27
states,Pennsylvania,,United States,1,2020-02-28
states,Pennsylvania,,United States,1,2020-02-29
states,Pennsylvania,,United States,30,2020-03-01
states,Pennsylvania,,United States,3,2020-03-02
states,Pennsylvania,,United States,-6,2020-03-03
states,Pennsylvania,,United States,0,2020-03-04
states,Pennsylvania,,United States,2,2020-03-05
states,Pennsylvania,,United States,-9,2020-03-06
states,Pennsylvania,,United States,-3,2020-03-07
states,Pennsylvania,,United States,2,2020-03-08
states,Pennsylvania,,United States,-7,2020-03-09
states,Pennsylvania,,United States,-18,2020-03-10
states,Pennsylvania,,United States,-17,2020-03-11
states,Pennsylvania,,United States,-35,2020-03-12
states,Pennsylvania,,United States,-44,2020-03-13
states,Pennsylvania,,United States,-51,2020-03-14
states,Pennsylvania,,United States,-56,2020-03-15
states,Pennsylvania,,United States,-68,2020-03-16
states,Pennsylvania,,United States,-100,2020-03-17
states,Pennsylvania,,United States,-100,2020-03-18
states,Pennsylvania,,United States,-100,2020-03-19
states,Pennsylvania,,United States,-100,2020-03-20
states,Pennsylvania,,United States,-100,2020-03-21
states,Pennsylvania,,United States,-100,2020-03-22
states,Pennsylvania,,United States,-100,2020-03-23
states,Pennsylvania,,United States,-100,2020-03-24
states,Pennsylvania,,United States,-100,2020-03-25
states,Pennsylvania,,United States,-100,2020-03-26
states,Pennsylvania,,United States,-100,2020-03-27
states,Pennsylvania,,United States,-100,2020-03-28
states,Pennsylvania,,United States,-100,2020-03-29
states,Pennsylvania,,United States,-100,2020-03-30
states,Quebec,,Canada,6,2020-02-18
states,Quebec,,Canada,9,2020-02-19
states,Quebec,,Canada,-4,2020-02-20
states,Quebec,,Canada,-5,2020-02-21
states,Quebec,,Canada,5,2020-02-22
states,Quebec,,Canada,29,2020-02-23
states,Quebec,,Canada,14,2020-02-24
states,Quebec,,Canada,20,2020-02-25
states,Quebec,,Canada,-1,2020-02-26
states,Quebec,,Canada,-11,2020-02-27
states,Quebec,,Canada,-10,2020-02-28
states,Quebec,,Canada,1,2020-02-29
states,Quebec,,Canada,1,2020-03-01
states,Quebec,,Canada,-26,2020-03-02
states,Quebec,,Canada,-16,2020-03-03
states,Quebec,,Canada,5,2020-03-04
states,Quebec,,Canada,-3,2020-03-05
states,Quebec,,Canada,-8,2020-03-06
states,Quebec,,Canada,6,2020-03-07
states,Quebec,,Canada,34,2020-03-08
states,Quebec,,Canada,-4,2020-03-09
states,Quebec,,Canada,-12,2020-03-10
states,Quebec,,Canada,-20,2020-03-11
states,Quebec,,Canada,-26,2020-03-12
states,Quebec,,Canada,-48,2020-03-13
states,Quebec,,Canada,-44,2020-03-14
states,Quebec,,Canada,-46,2020-03-15
states,Quebec,,Canada,-67,2020-03-16
states,Quebec,,Canada,-94,2020-03-17
states,Quebec,,Canada,-97,2020-03-18
states,Quebec,,Canada,-99,2020-03-19
states,Quebec,,Canada,-99,2020-03-20
states,Quebec,,Canada,-100,2020-03-21
states,Quebec,,Canada,-100,2020-03-22
states,Quebec,,Canada,-100,2020-03-23
states,Quebec,,Canada,-100,2020-03-24
states,Quebec,,Canada,-100,2020-03-25
states,Quebec,,Canada,-100,2020-03-26
states,Quebec,,Canada,-100,2020-03-27
states,Quebec,,Canada,-100,2020-03-28
states,Quebec,,Canada,-100,2020-03-29
states,Quebec,,Canada,-100,2020-03-30
states,Queensland,,Australia,5,2020-02-18
states,Queensland,,Australia,2,2020-02-19
states,Queensland,,Australia,0,2020-02-20
states,Queensland,,Australia,4,2020-02-21
states,Queensland,,Australia,2,2020-02-22
states,Queensland,,Australia,4,2020-02-23
states,Queensland,,Australia,9,2020-02-24
states,Queensland,,Australia,7,2020-02-25
states,Queensland,,Australia,3,2020-02-26
states,Queensland,,Australia,7,2020-02-27
states,Queensland,,Australia,6,2020-02-28
states,Queensland,,Australia,-8,2020-02-29
states,Queensland,,Australia,10,2020-03-01
states,Queensland,,Australia,-1,2020-03-02
states,Queensland,,Australia,-1,2020-03-03
states,Queensland,,Australia,-2,2020-03-04
states,Queensland,,Australia,-5,2020-03-05
states,Queensland,,Australia,-3,2020-03-06
states,Queensland,,Australia,-7,2020-03-07
states,Queensland,,Australia,-3,2020-03-08
states,Queensland,,Australia,-6,2020-03-09
states,Queensland,,Australia,0,2020-03-10
states,Queensland,,Australia,-3,2020-03-11
states,Queensland,,Australia,-18,2020-03-12
states,Queensland,,Australia,9,2020-03-13
states,Queensland,,Australia,-4,2020-03-14
states,Queensland,,Australia,4,2020-03-15
states,Queensland,,Australia,-18,2020-03-16
states,Queensland,,Australia,-22,2020-03-17
states,Queensland,,Australia,-32,2020-03-18
states,Queensland,,Australia,-39,2020-03-19
states,Queensland,,Australia,-36,2020-03-20
states,Queensland,,Australia,-44,2020-03-21
states,Queensland,,Australia,-55,2020-03-22
states,Queensland,,Australia,-100,2020-03-23
states,Queensland,,Australia,-100,2020-03-24
states,Queensland,,Australia,-100,2020-03-25
states,Queensland,,Australia,-100,2020-03-26
states,Queensland,,Australia,-100,2020-03-27
states,Queensland,,Australia,-100,2020-03-28
states,Queensland,,Australia,-100,2020-03-29
states,Queensland,,Australia,-100,2020-03-30
states,Quintana Roo,,Mexico,2,2020-02-18
states,Quintana Roo,,Mexico,0,2020-02-19
states,Quintana Roo,,Mexico,-6,2020-02-20
states,Quintana Roo,,Mexico,-7,2020-02-21
states,Quintana Roo,,Mexico,2,2020-02-22
states,Quintana Roo,,Mexico,-1,2020-02-23
states,Quintana Roo,,Mexico,-2,2020-02-24
states,Quintana Roo,,Mexico,2,2020-02-25
states,Quintana Roo,,Mexico,-5,2020-02-26
states,Quintana Roo,,Mexico,3,2020-02-27
states,Quintana Roo,,Mexico,-3,2020-02-28
states,Quintana Roo,,Mexico,6,2020-02-29
states,Quintana Roo,,Mexico,-8,2020-03-01
states,Quintana Roo,,Mexico,-14,2020-03-02
states,Quintana Roo,,Mexico,-16,2020-03-03
states,Quintana Roo,,Mexico,-17,2020-03-04
states,Quintana Roo,,Mexico,2,2020-03-05
states,Quintana Roo,,Mexico,-4,2020-03-06
states,Quintana Roo,,Mexico,-8,2020-03-07
states,Quintana Roo,,Mexico,-5,2020-03-08
states,Quintana Roo,,Mexico,-11,2020-03-09
states,Quintana Roo,,Mexico,-25,2020-03-10
states,Quintana Roo,,Mexico,-17,2020-03-11
states,Quintana Roo,,Mexico,-16,2020-03-12
states,Quintana Roo,,Mexico,-14,2020-03-13
states,Quintana Roo,,Mexico,-19,2020-03-14
states,Quintana Roo,,Mexico,-22,2020-03-15
states,Quintana Roo,,Mexico,-31,2020-03-16
states,Quintana Roo,,Mexico,-45,2020-03-17
states,Quintana Roo,,Mexico,-59,2020-03-18
states,Quintana Roo,,Mexico,-57,2020-03-19
states,Quintana Roo,,Mexico,-71,2020-03-20
states,Quintana Roo,,Mexico,-80,2020-03-21
states,Quintana Roo,,Mexico,-91,2020-03-22
states,Quintana Roo,,Mexico,-90,2020-03-23
states,Quintana Roo,,Mexico,-94,2020-03-24
states,Quintana Roo,,Mexico,-96,2020-03-25
states,Quintana Roo,,Mexico,-98,2020-03-26
states,Quintana Roo,,Mexico,-97,2020-03-27
states,Quintana Roo,,Mexico,-97,2020-03-28
states,Quintana Roo,,Mexico,-98,2020-03-29
states,Quintana Roo,,Mexico,-99,2020-03-30
states,Rhode Island,,United States,8,2020-02-18
states,Rhode Island,,United States,0,2020-02-19
states,Rhode Island,,United States,7,2020-02-20
states,Rhode Island,,United States,-15,2020-02-21
states,Rhode Island,,United States,-6,2020-02-22
states,Rhode Island,,United States,24,2020-02-23
states,Rhode Island,,United States,14,2020-02-24
states,Rhode Island,,United States,-13,2020-02-25
states,Rhode Island,,United States,-13,2020-02-26
states,Rhode Island,,United States,-9,2020-02-27
states,Rhode Island,,United States,-2,2020-02-28
states,Rhode Island,,United States,21,2020-02-29
states,Rhode Island,,United States,-11,2020-03-01
states,Rhode Island,,United States,18,2020-03-02
states,Rhode Island,,United States,-1,2020-03-03
states,Rhode Island,,United States,7,2020-03-04
states,Rhode Island,,United States,-12,2020-03-05
states,Rhode Island,,United States,-2,2020-03-06
states,Rhode Island,,United States,-7,2020-03-07
states,Rhode Island,,United States,26,2020-03-08
states,Rhode Island,,United States,17,2020-03-09
states,Rhode Island,,United States,-16,2020-03-10
states,Rhode Island,,United States,-15,2020-03-11
states,Rhode Island,,United States,-31,2020-03-12
states,Rhode Island,,United States,-41,2020-03-13
states,Rhode Island,,United States,-48,2020-03-14
states,Rhode Island,,United States,-50,2020-03-15
states,Rhode Island,,United States,-53,2020-03-16
states,Rhode Island,,United States,-100,2020-03-17
states,Rhode Island,,United States,-100,2020-03-18
states,Rhode Island,,United States,-100,2020-03-19
states,Rhode Island,,United States,-100,2020-03-20
states,Rhode Island,,United States,-100,2020-03-21
states,Rhode Island,,United States,-100,2020-03-22
states,Rhode Island,,United States,-100,2020-03-23
states,Rhode Island,,United States,-100,2020-03-24
states,Rhode Island,,United States,-100,2020-03-25
states,Rhode Island,,United States,-100,2020-03-26
states,Rhode Island,,United States,-100,2020-03-27
states,Rhode Island,,United States,-100,2020-03-28
states,Rhode Island,,United States,-100,2020-03-29
states,Rhode Island,,United States,-100,2020-03-30
states,South Carolina,,United States,8,2020-02-18
states,South Carolina,,United States,-2,2020-02-19
states,South Carolina,,United States,-11,2020-02-20
states,South Carolina,,United States,0,2020-02-21
states,South Carolina,,United States,10,2020-02-22
states,South Carolina,,United States,4,2020-02-23
states,South Carolina,,United States,3,2020-02-24
states,South Carolina,,United States,2,2020-02-25
states,South Carolina,,United States,6,2020-02-26
states,South Carolina,,United States,8,2020-02-27
states,South Carolina,,United States,11,2020-02-28
states,South Carolina,,United States,5,2020-02-29
states,South Carolina,,United States,8,2020-03-01
states,South Carolina,,United States,1,2020-03-02
states,South Carolina,,United States,-8,2020-03-03
states,South Carolina,,United States,-7,2020-03-04
states,South Carolina,,United States,-7,2020-03-05
states,South Carolina,,United States,3,2020-03-06
states,South Carolina,,United States,3,2020-03-07
states,South Carolina,,United States,-5,2020-03-08
states,South Carolina,,United States,-7,2020-03-09
states,South Carolina,,United States,-14,2020-03-10
states,South Carolina,,United States,-7,2020-03-11
states,South Carolina,,United States,-16,2020-03-12
states,South Carolina,,United States,-19,2020-03-13
states,South Carolina,,United States,-21,2020-03-14
states,South Carolina,,United States,-31,2020-03-15
states,South Carolina,,United States,-48,2020-03-16
states,South Carolina,,United States,-70,2020-03-17
states,South Carolina,,United States,-100,2020-03-18
states,South Carolina,,United States,-100,2020-03-19
states,South Carolina,,United States,-100,2020-03-20
states,South Carolina,,United States,-100,2020-03-21
states,South Carolina,,United States,-100,2020-03-22
states,South Carolina,,United States,-100,2020-03-23
states,South Carolina,,United States,-100,2020-03-24
states,South Carolina,,United States,-100,2020-03-25
states,South Carolina,,United States,-100,2020-03-26
states,South Carolina,,United States,-100,2020-03-27
states,South Carolina,,United States,-100,2020-03-28
states,South Carolina,,United States,-100,2020-03-29
states,South Carolina,,United States,-100,2020-03-30
states,Tennessee,,United States,1,2020-02-18
states,Tennessee,,United States,8,2020-02-19
states,Tennessee,,United States,-9,2020-02-20
states,Tennessee,,United States,3,2020-02-21
states,Tennessee,,United States,7,2020-02-22
states,Tennessee,,United States,-14,2020-02-23
states,Tennessee,,United States,-9,2020-02-24
states,Tennessee,,United States,-7,2020-02-25
states,Tennessee,,United States,-11,2020-02-26
states,Tennessee,,United States,-1,2020-02-27
states,Tennessee,,United States,0,2020-02-28
states,Tennessee,,United States,-2,2020-02-29
states,Tennessee,,United States,-6,2020-03-01
states,Tennessee,,United States,-6,2020-03-02
states,Tennessee,,United States,-16,2020-03-03
states,Tennessee,,United States,-1,2020-03-04
states,Tennessee,,United States,-4,2020-03-05
states,Tennessee,,United States,-1,2020-03-06
states,Tennessee,,United States,2,2020-03-07
states,Tennessee,,United States,-7,2020-03-08
states,Tennessee,,United States,-17,2020-03-09
states,Tennessee,,United States,-16,2020-03-10
states,Tennessee,,United States,-22,2020-03-11
states,Tennessee,,United States,-28,2020-03-12
states,Tennessee,,United States,-34,2020-03-13
states,Tennessee,,United States,-41,2020-03-14
states,Tennessee,,United States,-46,2020-03-15
states,Tennessee,,United States,-60,2020-03-16
states,Tennessee,,United States,-86,2020-03-17
states,Tennessee,,United States,-92,2020-03-18
states,Tennessee,,United States,-94,2020-03-19
states,Tennessee,,United States,-98,2020-03-20
states,Tennessee,,United States,-99,2020-03-21
